STRUCTURE,STRUCTURE_ID,ACTION,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2013,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2014,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,AS,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1996,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1998,-0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2004,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2013,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2014,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2021,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,WS,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1998,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2009,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2015,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2016,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2022,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,NU,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1998,-0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2000,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2002,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2004,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2005,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2006,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2007,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2009,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2012,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2014,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2015,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2022,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,TV,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1993,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1995,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1996,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1997,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1998,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,1999,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2000,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2001,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2002,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2003,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2004,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2005,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2006,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2007,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2008,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2009,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2010,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2011,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2012,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2013,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2014,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2015,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2016,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2017,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2018,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2019,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2020,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2021,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2022,0.2,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,FJ,2023,0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1993,-0.1,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1994,0,,METER,,,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,SEA_LVL,SB,1995,0,,METER,,,N,
