STRUCTURE,STRUCTURE_ID,ACTION,FREQ,CLIMATE_CHANGE_INDICATORS,GEO_PICT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MEASURE,ERROR_TYPE,ERROR_VAL,REPORTING_TYPE,OBS_COMMENT
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1919,-1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1920,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1921,-0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1922,-0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1923,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1924,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1925,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1926,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1927,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1928,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1929,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1930,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1931,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1932,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1933,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1934,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1935,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1936,-0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1937,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1938,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1939,-0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1940,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1941,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1942,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1943,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1944,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1945,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1946,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1947,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1948,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1949,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1950,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1951,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1952,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1953,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1954,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1955,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1956,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1957,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1958,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1959,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1960,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1961,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1962,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1963,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1964,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1965,-0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1966,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1967,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1968,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1969,0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1970,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1971,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1972,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1973,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1974,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1975,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1976,-0.3,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1977,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1978,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1979,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1980,0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1981,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1982,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1983,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1984,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1985,-0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1986,-0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1987,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1988,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1989,-0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1990,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1991,0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1992,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1993,0,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1994,0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1995,0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1996,0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1997,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1998,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,1999,0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2000,0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2001,0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2002,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2003,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2004,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2005,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2006,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2007,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2008,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2009,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2010,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2011,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2012,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2013,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2014,0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2015,0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2016,0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2017,0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2018,0.5,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2019,0.7,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2020,0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2021,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2022,0.4,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2023,0.6,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2024,0.7,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,WF,2025,0.5,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1850,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1851,0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1852,0.1,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1853,-0.2,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1854,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1855,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1856,-0.6,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1857,0.1,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1858,-0.2,,CELSIUS,SE,0.2,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1859,0,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1860,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1861,-1.1,,CELSIUS,SE,0.5,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1862,-0.4,,CELSIUS,SE,0.1,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1863,-0.3,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1864,-0.2,,CELSIUS,SE,0,N,
DATAFLOW,SPC:DF_CLIMATE_CHANGE(1.0),I,A,ST_ANOM,SB,1865,-0.2,,CELSIUS,SE,0,N,
